Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	pValue Cond_50 vs Cond_0.1	qValue Cond_50 vs Cond_0.1
	2441720	2440332		-	aroG	Rv2178c	-	2	4	8	32196	41358	83175	1	37	2	0	5	29779	0	47287	0	18	0.49217071240082133	0.9530396338911709
	2442317	2441811		-		Rv2179c	-	2	0	0	22828	9652	8149	1	26	0	0	0	0	22240	0	0	14	0.6202880720096726	1.0
	2443214	2442327		-		Rv2180c	-	7	11	7	83560	110269	73501	4	100	9	0	16	115268	22405	151489	4	108	0.17823694468216483	0.6185634978095178
	2443302	2444585		+		Rv2181	-	20	34	24	232320	339730	235962	9	209	61	22	24	723727	597364	225159	11	401	7.890022349863245E-4	0.01510745387648856
	2445329	2444586		-		Rv2182c	-	6	5	6	69789	58585	63722	3	86	7	2	9	89477	55354	92978	3	106	0.12277649666130322	0.5271700651204843
	2445810	2445415		-		Rv2183c	-	0	3	1	8622	34062	11777	1	45	0	0	2	1444	0	20212	0	18	0.2367673377680402	0.6843005237375196
	2446946	2445807		-		Rv2184c	-	3	3	1	42679	29685	13880	1	25	0	0	3	0	21087	32180	0	15	0.8816609569341477	1.0
	2447500	2447066		-	TB16.3	Rv2185c	-	0	0	1	2295	3367	11461	0	13	0	0	0	0	0	0	0	0	0.0	1.0
	2447994	2447605		-		Rv2186c	-	0	1	0	2419	11896	6729	0	17	0	0	0	0	658	0	0	0	1.116328427270837E-245	1.0
	2448160	2449962		+	fadD15	Rv2187	-	11	9	9	127977	97979	94216	2	59	18	3	11	219050	99835	107659	2	78	0.050646734140543145	0.34924670412704056
	2451150	2449993		-	pimB	Rv2188c	-	6	12	12	66749	126374	117981	3	89	11	1	8	139202	27677	76542	2	70	0.6160945005317169	1.0
	2452020	2451247		-		Rv2189c	-	0	1	1	0	15375	14616	0	12	0	3	3	2682	103130	28936	1	58	5.457451645511001E-4	0.011103715599136837
	2453272	2452115		-		Rv2190c	-	2	0	0	25620	0	0	0	7	0	1	2	825	49258	20957	0	20	0.07174270120303847	1.0
	2453819	2455756		+		Rv2191	-	4	7	13	50434	78395	129022	1	44	16	2	12	189546	66227	118031	2	64	0.043473980345043774	0.32067662821524556
	2456743	2455631		-	trpD	Rv2192c	-	7	1	5	84057	13636	50736	1	44	4	2	3	56121	62932	33936	1	45	0.25172223827421586	0.7003265097233692
	2456901	2457512		+	ctaE	Rv2193	-	6	3	7	74193	36195	74500	4	100	3	2	14	42916	55518	133244	4	126	0.1221271417665827	0.5271700651204843
2457088			2457052	-	-	predicted RNA	antisense: ctaE	15	20	24	176736	201571	232492	239	5502	12	2	16	143259	75782	150000	115	3324	0.9715139166096773	1.0
	2457553	2458395		+	qcrC	Rv2194	-	4	0	1	44727	0	15772	0	23	1	0	1	15405	16309	17606	0	19	0.9866321099455171	1.0
2458376			2458355	-	-	predicted RNA	antisense: qcrC	9	12	12	102977	122783	113880	223	5146	9	3	12	115680	78583	117500	158	4723	0.3539841624163158	0.8157026351332494
	2458392	2459681		+	qcrA	Rv2195	-	5	6	6	58995	64421	61409	2	47	4	5	5	53920	151235	49202	1	65	0.08765307523064686	0.45550638791104237
	2459678	2461327		+	qcrB	Rv2196	-	8	8	14	91004	85634	140378	2	64	19	6	22	235900	179077	207287	4	125	0.0025648247908635867	0.040333867492435935
2460112			2459939	-	-	predicted RNA	antisense: qcrB	75	84	110	843486	834399	1046477	227	5219	78	13	95	934456	358319	886702	149	4175	0.24037805557895137	0.687045933821863
	2462148	2461504		-		Rv2197c	-	17	17	14	196898	174579	136961	11	262	9	0	22	106464	21416	213776	7	176	0.8633391674744554	1.0
	2463047	2462148		-	mmpS3	Rv2198c	-	10	9	6	115756	91245	59358	4	98	5	1	2	60110	28995	23031	1	41	0.30948852812146355	0.7676498524133837
	2463652	2463233		-		Rv2199c	-	0	1	1	7630	11223	13354	1	25	0	0	3	0	0	28670	1	22	0.43416792078479133	0.8960975403505332
	2464751	2463660		-	ctaC	Rv2200c	-	3	1	2	40198	12008	24395	0	23	0	1	4	0	33443	40957	0	22	0.4094395976066385	1.0
	2464997	2466955		+	asnB	Rv2201	-	53	60	68	598387	602244	643796	13	313	56	2	52	668982	63261	492925	7	208	0.653271031487726	1.0
	2468027	2467053		-	adoK	Rv2202c	-	0	1	0	10297	10269	7623	0	9	2	3	2	23796	82042	19202	0	42	8.775871240720729E-4	0.016451884382713576
2467089	2468231	2468923	2469370	+		Rv2203	-	157	189	179	1752729	1869528	1698948	110	2559	210	35	210	2488720	938056	1958989	90	2590	0.11517299102563101	0.5155762778655203
	2469287	2468931		-		Rv2204c	-	8	6	7	88895	66049	73238	9	213	2	0	6	25034	18945	59255	3	96	0.39351796584403853	0.8546831552227941
	2470463	2469387		-		Rv2205c	-	2	1	3	29838	17115	31650	1	24	0	1	1	0	29654	13138	0	13	0.41027008395685644	1.0
	2470622	2471332		+		Rv2206	-	5	10	5	63151	99270	52365	4	100	4	0	3	51169	0	36808	1	41	0.26237245750015803	0.7098556059288275
	2471411	2472496		+	cobT	Rv2207	-	1	0	0	13399	0	4311	0	5	2	3	1	24552	88962	11861	0	38	2.4342965003965533E-7	9.587554932295782E-6
	2472493	2473242		+	cobS	Rv2208	-	6	4	8	76674	43153	79547	3	88	17	5	15	203851	139703	148085	7	218	7.416547959262747E-4	0.014277686273145728
	2473400	2474938		+		Rv2209	-	54	62	65	609987	612794	615667	17	398	43	15	70	518294	403294	658297	11	342	0.19044607084692367	0.6262929009312643
	2475970	2474864		-	ilvE	Rv2210c	-	0	2	2	4218	22951	28233	0	16	2	2	0	29367	70345	4734	0	31	0.12877981444653275	0.5383171795705599
	2477181	2476042		-	gcvT	Rv2211c	-	2	1	2	26923	10662	20872	0	17	0	2	4	0	52718	39787	0	27	0.20711668244124098	0.6509164844218503
	2477190	2478326		+		Rv2212	-	8	6	8	90508	63860	77655	2	68	7	4	8	90715	106589	76914	2	80	0.1307473608388533	0.5417938417772175
	2478338	2479885		+	pepB	Rv2213	-	16	15	12	185545	154938	120084	4	99	16	4	13	196217	121087	129148	3	96	0.2163090314530889	0.6604656273315155
	2481701	2479923		-	ephD	Rv2214c	-	6	3	4	70533	32547	42060	1	27	2	4	6	27510	114497	60851	1	38	0.11494613517601891	0.5150978688002601
	2481965	2483626		+	dlaT	Rv2215	-	1	2	0	19975	26262	5205	0	10	3	7	3	43466	183690	33776	1	52	1.0181002540552512E-6	3.735644778341191E-5
	2483626	2484531		+		Rv2216	-	0	0	0	9491	7687	5362	0	8	1	1	0	14855	47775	851	0	23	0.07785614612097103	1.0
	2484584	2485276		+	lipB	Rv2217	-	6	1	2	70905	16105	24553	2	53	4	2	2	48074	72981	22659	1	69	0.200334129180606	0.6370973021871557
	2485273	2486208		+	lipA	Rv2218	-	2	2	2	28287	26992	25131	1	28	4	3	4	50275	104118	46329	1	71	0.015278287833338488	0.16356531089407014
	2486235	2486987		+		Rv2219	-	3	2	1	39143	25028	12460	1	33	4	2	2	52544	62438	25531	1	62	0.09874379731264231	0.4824588714612904
2486357			2486344	-	-	predicted RNA	antisense: Rv2219	5	6	5	63399	65319	53312	186	4334	5	2	6	59215	59967	58297	132	4225	0.24691950385640002	0.6973851513523193
	2487416	2486994		-		Rv2219A	-	22	21	24	244665	214870	227812	23	541	21	6	20	255914	176935	188670	15	489	0.23344033003904835	0.681741045481384
	2487615	2489051		+	glnA1	Rv2220	-	1	3	6	15570	34399	57255	1	24	3	0	9	37964	0	92659	1	30	0.2336818861218424	0.681741045481384
	2492353	2489369		-	glnE	Rv2221c	-	6	3	6	70223	38945	56782	0	18	7	6	11	91609	160955	107659	1	40	0.006688701164179773	0.08889967212948535
	2493742	2492402		-	glnA2	Rv2222c	-	0	0	3	3535	0	30073	0	8	3	4	1	43122	112355	16223	0	42	2.3638417924846788E-5	6.720511798103792E-4
2493587			2493605	+	-	predicted RNA	antisense: glnA2	8	8	9	88833	87598	91324	203	4697	6	1	9	73039	49917	87074	126	3684	0.5950938522871648	1.0
	2495399	2493837		-		Rv2223c	-	2	1	6	32009	13131	60199	0	22	0	1	6	7702	36408	62180	0	22	0.32743985708508455	1.0
	2497023	2495461		-	caeA	Rv2224c	-	2	4	0	24069	43602	8517	0	16	0	2	2	10110	68204	21702	0	21	0.2572000711574383	1.0
	2497446	2497225		-		Rv2224d	-	0	0	0	0	0	0	0	0	0	0	0	0	0	7234	0	10	0.0	1.0
2497742	2497742	2498587	2498587	+	panB	Rv2225	-	60	43	52	674627	431986	496950	27	631	59	13	48	703507	343163	453670	19	591	0.14780722149296385	0.5721698844628439
	2498832	2500373		+		Rv2226	-	16	9	16	187779	96969	153154	4	94	7	2	12	92984	57331	112500	1	56	0.8338034386722862	1.0
2500374			2500811	+	-	predicted RNA	antisense: rnpB	22304	21743	30740	247673387	214751683	290923291	24899	573324	19239	6557	27444	227586863	171764250	255463882	16732	498337	0.48867690835326427	0.9512603491035924
2500751			2500445	-	rnpB	Rvns01	-	17	21	24	191625	216554	227287	29	689	23	12	65	275240	321746	606436	45	1306	5.350155687191108E-4	0.01093724684052925
	2500931	2501632		+		Rv2227	-	25	33	32	285173	329741	306677	18	437	16	5	34	190921	142998	321436	11	311	0.8334439016822566	1.0
	2502738	2501644		-		Rv2228c	-	0	0	2	10669	0	24027	0	10	1	0	2	12173	0	18936	0	9	0.4315261944344132	1.0
	2503472	2502735		-		Rv2229c	-	0	0	2	0	0	27444	0	12	2	0	3	31911	0	28829	1	27	0.1638109416967187	0.597266543725746
	2504608	2503469		-		Rv2230c	-	1	0	2	19602	7519	18980	0	13	2	0	1	27854	22405	15425	0	19	0.36339404986602575	1.0
	2505699	2504605		-	cobC	Rv2231c	-	1	0	0	16253	5555	1104	0	6	1	0	0	14855	0	5053	0	6	0.4441706349045042	1.0
	2506161	2505736		-	vapC16	Rv2231A	-	3	9	0	41625	96689	6046	4	112	2	2	3	31568	64085	36595	2	103	0.3112320604631645	0.7676498524133837
	2506383	2506207		-	vapB16	Rv2231B	-	0	0	0	0	4152	946	0	9	0	0	0	0	0	372	0	0	8.280327402237352E-51	1.0
	2506278	2507153		+	ptkA	Rv2232	-	14	8	13	165570	81425	130021	6	143	7	0	16	84387	0	151063	3	89	0.9241653653171599	1.0
	2507146	2507637		+	ptpA	Rv2234	-	7	0	2	79280	7800	20136	2	72	2	0	0	25722	0	8723	0	23	0.07017820530288703	0.42316170553502447
	2507637	2508452		+		Rv2235	-	2	0	3	31575	6846	36277	1	30	0	1	3	8665	49588	31382	0	36	0.3085279004927781	0.7665931990614083
	2509375	2508434		-	cobD	Rv2236c	-	14	3	14	157816	36812	138906	5	118	10	2	12	121458	66062	114042	3	106	0.3805966753410553	0.8400521990946788
2509489	2509489	2510256		+		Rv2237	-	32	39	29	357444	387093	281861	19	445	20	6	35	246354	173476	332500	11	326	0.725272466758295	1.0
	2510587	2510351		-		Rv2237A	-	2	1	1	29838	17452	10620	3	81	4	0	2	57496	0	21276	4	110	0.29076605717626647	0.7439881418879403
2510669			2510598	-	valV	Rvnt23	-	0	0	0	0	4040	0	0	18	0	0	0	9903	0	0	1	45	0.7248976144576306	1.0
	2511176	2510715		-	ahpE	Rv2238c	-	1	0	0	21464	7014	0	0	20	0	0	1	7840	18945	9734	0	26	0.6248669511449119	1.0
	2511652	2511176		-		Rv2239c	-	0	0	0	9863	4489	5047	0	13	0	1	1	7152	47775	11542	1	46	0.03039076668695106	0.2609351227741618
	2512280	2511690		-		Rv2240c	-	1	2	2	21339	22727	22712	1	37	3	2	5	40784	63097	50372	2	87	0.03957844682071754	0.30772708977460567
	2512539	2515244		+	aceE	Rv2241	-	3	4	6	35669	39786	58832	0	16	6	0	6	72627	16309	57606	0	18	0.245252157053603	1.0
	2515304	2516548		+		Rv2242	-	10	8	14	120471	79854	137118	3	90	5	0	20	68088	8401	187180	2	70	0.6389774820049299	1.0
	2516787	2517695		+	fabD	Rv2243	-	2	0	2	25744	8978	21976	0	20	3	0	0	37482	0	5159	0	15	0.6423927542503325	1.0
2517134			2517032	-	mcr16	RVnc0018	-	2	4	1	31079	42592	17770	12	295	7	0	4	85350	9884	41755	16	443	0.161852099596556	0.5968076481389498
	2517771	2518118		+	acpM	Rv2244	-	0	0	0	0	0	6624	0	6	0	0	0	0	0	5053	0	4	0.5378377923262424	1.0
	2518115	2519365		+	kasA	Rv2245	-	0	0	0	0	6677	0	0	1	2	0	1	27510	0	12819	0	10	4.946294467202105E-4	1.0
	2519396	2520712		+	kasB	Rv2246	-	15	6	9	167928	62345	89642	3	80	4	1	3	52132	43822	34308	1	32	0.2853498368432434	0.7348571383131637
	2520743	2522164		+	accD6	Rv2247	-	1	2	0	19789	21548	7833	0	11	4	1	6	51169	35255	61542	1	34	0.010679251509694928	0.1269016026139765
	2522360	2523175		+		Rv2248	-	0	0	2	8436	0	20399	0	11	1	0	2	18638	24382	27872	0	28	0.1050224931232797	0.4978262589954819
	2524791	2523241		-	glpD1	Rv2249c	-	12	14	8	140942	139450	78443	3	77	13	1	11	158872	40362	109627	2	66	0.4613202417392566	0.9211385105984319
	2525354	2524785		-		Rv2250c	-	2	1	5	26488	16835	48370	2	53	3	4	0	38033	110049	8297	1	91	0.10494590365499909	0.4978262589954819
	2525565	2526992		+		Rv2251	-	1	1	0	17990	16329	9200	0	10	3	0	0	39614	0	0	0	9	0.5142052108017604	1.0
	2526989	2527918		+		Rv2252	-	1	0	2	17369	0	21451	0	13	4	0	1	52544	0	11861	0	23	0.2561166732283393	1.0
	2527984	2528487		+		Rv2253	-	2	5	2	30459	58922	22292	3	73	4	0	1	48211	0	17925	1	43	0.787526996516065	1.0
	2528975	2528520		-		Rv2254c	-	0	0	0	9801	0	0	0	7	0	0	3	10110	0	29893	1	29	0.024906698216648707	0.22847105864118142
	2529174	2528980		-		Rv2256a	-	0	0	0	0	0	0	0	0	0	0	1	0	0	11170	0	19	0.0	1.0
	2529874	2529341		-		Rv2256c	-	0	1	1	6513	11672	14353	0	20	0	0	1	11554	0	17393	0	18	0.4333269918038304	1.0
2529776			2529852	+	-	predicted RNA	antisense: Rv2256c	30	28	38	342307	283670	363722	185	4284	30	7	35	362517	199011	329627	131	3857	0.25171297565878376	0.7003265097233692
	2530822	2530004		-		Rv2257c	-	0	0	1	7940	7744	15983	0	12	1	0	1	13204	0	15159	0	11	0.43541968609180914	1.0
	2531897	2530836		-		Rv2258c	-	0	0	0	2233	0	0	0	0	1	0	2	14786	0	20372	0	11	2.1017178698476507E-36	1.0
	2532245	2533330		+	mscR	Rv2259	-	2	1	2	31079	9932	21398	0	19	5	2	5	68431	73311	47925	1	58	0.005103927677690803	0.07255351496796894
	2533330	2533965		+		Rv2260	-	0	1	4	0	16554	45793	1	32	0	0	1	2132	7413	11436	0	10	0.1403722428984084	0.5605749197794114
	2535641	2536594		+		Rv2263	-	0	0	1	930	3030	16824	0	7	0	1	1	10797	34431	11648	0	19	0.09641937736582627	1.0
	2538350	2536572		-		Rv2264c	-	4	13	10	45719	130864	96845	2	51	8	6	12	96079	161285	112340	2	69	0.05526095364078392	0.3666696661203792
	2538700	2539929		+		Rv2265	-	0	1	0	0	16610	0	0	4	3	1	1	45048	43327	12074	0	27	2.6834776500398104E-5	7.432367452658648E-4
	2540104	2541390		+	cyp124	Rv2266	-	1	4	3	18548	42760	35751	1	25	1	1	0	21939	31960	0	0	13	0.6128622751556069	1.0
	2542810	2541644		-		Rv2267c	-	7	6	6	85732	69023	65352	2	62	5	1	3	65337	43327	33617	1	40	0.8925994101503211	1.0
	2544276	2542807		-	cyp128	Rv2268c	-	5	3	11	58746	34680	105152	1	45	2	1	8	34800	26194	76117	1	31	0.7670628564983485	1.0
	2544621	2544289		-		Rv2269c	-	0	3	0	0	30022	7623	1	37	0	1	4	8115	36902	46117	2	91	0.0762872434835976	0.43783574368326805
	2544698	2545225		+	lppN	Rv2270	-	0	0	1	0	7912	12881	0	13	0	0	0	11072	0	5319	0	10	0.4361031991780771	1.0
	2545332	2545631		+		Rv2271	-	0	4	0	0	45454	1419	2	52	0	0	0	7221	0	8563	0	17	0.15255533598301035	0.58209660573626
	2545737	2546105		+		Rv2272	-	0	0	0	9863	0	5152	0	13	0	0	1	0	20922	17287	0	34	0.1681825529469269	0.6050323994423229
	2546102	2546431		+		Rv2273	-	0	0	0	0	7912	0	0	7	0	0	3	0	0	31170	1	31	0.0419844101936997	0.3157833856167781
	2546805	2546488		-	mazF8	Rv2274c	-	0	0	1	0	7856	11619	0	20	0	0	0	206	0	8138	0	8	0.8508253031508998	1.0
2547087	2547087	2546839	2546826	-	mazE8	Rv2274A	-	9	14	12	102357	145791	115299	21	486	5	0	15	68569	23064	145372	12	317	0.9879677451791955	1.0
	2546883	2547752		+		Rv2275	-	1	2	5	20657	25533	47844	1	36	2	0	5	25034	0	50212	1	28	0.4545282522387955	0.9143838673415807
	2547749	2548939		+	cyp121	Rv2276	-	0	0	1	5397	0	11303	0	4	0	0	0	1856	0	7765	0	2	0.5897637369910781	1.0
	2550029	2549124		-		Rv2277c	-	12	17	16	133933	170931	158044	7	170	4	0	12	56740	988	113085	2	62	0.1681350227194715	0.6050323994423229
	2553173	2554831		+	pitB	Rv2281	-	1	2	2	17059	27328	23186	0	13	0	0	1	8734	0	11861	0	4	0.09689117384021441	1.0
	2555876	2554938		-		Rv2282c	-	0	2	1	0	27609	13985	0	14	3	0	2	44773	0	23351	0	24	0.24993186276998136	1.0
	2555941	2556135		+		Rv2283	-	0	0	0	0	2525	0	0	4	0	0	0	8528	0	0	0	14	0.06380090635851898	1.0
	2556145	2557440		+	lipM	Rv2284	-	0	1	1	0	12962	16719	0	7	0	0	0	7427	0	0	0	1	0.044556925767049525	1.0
	2557473	2558810		+		Rv2285	-	11	13	13	127109	135016	125078	4	96	6	2	14	77235	71828	135691	2	70	0.7654516838746693	1.0
	2559569	2558877		-		Rv2286c	-	7	6	3	81017	63468	29179	3	83	4	0	6	57359	18286	55957	2	63	0.5863120313304272	1.0
	2559703	2561331		+	yjcE	Rv2287	-	13	17	12	147208	169304	121030	3	89	14	5	22	169807	149258	209468	3	108	0.06769900247510079	0.4145960308496543
	2561328	2561705		+		Rv2288	-	0	0	0	6265	0	0	0	5	0	0	0	8184	0	7234	0	13	0.8531745919648862	1.0
	2561675	2562457		+	cdh	Rv2289	-	4	7	5	44416	78675	49474	3	73	4	0	5	51169	0	52978	1	44	0.880382861117271	1.0
	2562599	2563114		+	lppO	Rv2290	-	0	1	2	0	9988	22555	0	21	1	0	0	22558	19275	0	0	27	0.8281076407866845	1.0
2563317			2562983	-	-	predicted RNA	antisense: lppO sseB	182	239	249	2030334	2367283	2359831	292	6723	118	29	197	1407015	769522	1839680	142	3996	0.7139388775656555	1.0
	2563174	2564028		+	sseB	Rv2291	-	0	1	3	6265	16610	35436	1	22	1	1	0	18225	46457	5053	0	27	0.41101493675047757	0.8731092763392956
2564253	2564253	2564029	2563689	-		Rv2292c	-	20	18	26	223821	182491	247108	41	968	10	2	15	128817	68863	146702	17	510	0.6461341243579349	1.0
	2565032	2564292		-		Rv2293c	-	18	5	17	207071	53142	160988	8	189	7	2	16	93947	66556	152446	5	140	0.7204971460285301	1.0
	2565327	2566550		+		Rv2294	-	0	6	1	4900	67115	13249	1	23	0	0	1	8872	24382	11436	0	12	0.3804197082158377	1.0
	2566772	2567410		+		Rv2295	-	1	0	5	18796	4769	50788	1	38	1	2	2	20082	59308	22553	1	53	0.23935626142604463	0.6854946166124147
	2567504	2568406		+		Rv2296	-	11	7	20	126488	76543	192323	6	145	15	4	12	186726	124217	119148	5	158	0.12890129520119378	0.5383171795705599
	2568438	2568890		+		Rv2297	-	0	0	0	8746	0	5467	0	10	0	0	0	7702	0	3031	0	7	0.5549237280889235	1.0
	2569082	2570053		+		Rv2298	-	6	6	5	70657	66498	49158	2	63	8	2	5	101237	58813	50212	2	72	0.1700235894805763	0.6080289564028343
	2572002	2570059		-	htpG	Rv2299c	-	19	17	24	212655	168237	234121	4	105	11	3	15	131774	99670	141914	2	64	0.9866430133829721	1.0
	2573008	2572076		-		Rv2300c	-	14	13	14	160918	133501	140799	6	155	17	2	23	210316	73640	214840	6	178	0.09102181746704958	0.4670681142824147
	2573015	2573707		+	cut2	Rv2301	-	6	3	2	69292	31818	19505	2	58	3	0	2	42709	0	21063	1	30	0.5588759888328472	1.0
	2573813	2574055		+		Rv2302	-	0	1	1	0	10044	13354	1	32	2	0	1	31843	0	18138	2	68	0.2123262025826522	0.6600606544097888
	2575019	2574096		-		Rv2303c	-	57	38	49	634491	378507	471083	22	535	45	21	46	535832	558978	435372	16	552	0.10901568548714678	0.5075968956576151
	2575225	2575016		-		Rv2304c	-	3	2	1	39578	24747	16824	5	128	2	0	1	28335	20593	12127	2	96	0.507143972054715	0.970231702758379
	2575809	2577098		+		Rv2305	-	6	6	5	68858	62626	50420	2	47	11	5	9	135488	152553	92819	2	98	0.007250183177901841	0.09460497380769788
	2578696	2577851		-		Rv2307c	-	1	1	3	11972	16666	35488	1	25	0	2	2	0	71499	24521	0	37	0.22023955217141936	0.66257070600694
	2579419	2579228		-		Rv2307A	-	1	4	1	12965	40684	18769	5	125	3	1	2	41059	28336	22925	5	160	0.28291044777412505	0.7338383540154643
	2579935	2579504		-		Rv2307B	-	0	2	1	0	22446	9516	1	24	0	0	0	6946	0	3989	0	8	0.1685829997737455	1.0
	2580210	2580028		-		Rv2307D	-	0	0	0	806	2581	6887	0	18	0	0	0	962	0	2021	0	5	0.0627888148689982	1.0
	2580419	2581135		+		Rv2308	-	2	8	7	30831	84455	73974	3	87	1	2	11	18225	59637	104840	2	84	0.2511235509460189	0.7000476650722463
	2581145	2581477		+		Rv2308a	-	4	5	9	55397	58417	88906	8	202	3	0	12	41815	1153	118191	6	161	0.4815549900841036	0.944410951316152
2581837			2581764	-	metV	Rvnt24	-	1	0	0	13399	8193	4048	4	115	0	0	1	0	0	10159	2	45	0.7922198649691133	1.0
	2583045	2583332		+		Rv2309A	-	0	0	0	7568	0	210	0	9	0	0	2	5502	17957	23031	1	53	5.833724925332509E-4	0.011813292973798331
	2583435	2583779		+		Rv2310	-	1	0	0	20471	0	7255	1	26	0	0	1	0	11202	16382	0	26	0.4532352458117862	0.9137113643587051
	2583884	2584408		+		Rv2311	-	2	3	4	31451	31986	40904	2	66	3	0	2	37620	0	26648	1	40	0.8796932707322234	1.0
	2584486	2584755		+		Rv2312	-	8	6	4	92183	60998	45162	10	244	5	2	4	62379	60131	39308	5	199	0.4352578277122843	0.8969410061832309
	2585906	2585052		-		Rv2313c	-	4	0	0	53908	0	8096	0	24	0	0	0	1856	0	1436	0	1	2.2651004963433333E-47	1.0
	2587290	2585917		-		Rv2314c	-	1	1	4	14330	14646	42323	0	17	1	2	1	18431	77100	16117	0	27	0.17964927017934762	0.6186321986855975
	2588804	2587287		-		Rv2315c	-	4	1	0	54156	10157	0	0	14	2	2	1	27028	69357	9787	0	23	0.1699972601376952	1.0
	2588838	2589710		+	uspA	Rv2316	-	3	0	1	40446	6677	11566	0	22	0	1	2	7771	49093	20531	0	29	0.3049233650121877	0.7623972079192323
	2589697	2590521		+	uspB	Rv2317	-	0	0	0	0	0	0	0	0	3	2	4	38101	52388	43244	1	54	1.0	1.0
	2590518	2591840		+	uspC	Rv2318	-	5	2	3	60421	28843	33543	1	30	0	0	9	10591	0	88244	1	24	0.47727363909367826	0.9394478370605963
	2592726	2591848		-		Rv2319c	-	2	0	0	31079	7239	0	0	14	0	0	1	10522	0	14202	0	9	0.6041768519845594	1.0
	2594153	2592723		-	rocE	Rv2320c	-	2	0	7	25186	6958	74185	1	24	0	0	2	8459	0	25106	0	7	0.06719537962156112	1.0
	2596269	2595361		-		Rv2323c	-	1	2	4	17928	24859	41219	1	30	1	2	4	15268	72158	46276	1	49	0.14711387209598809	0.5715473781973547
	2596334	2596780		+		Rv2324	-	7	6	7	88027	68181	66561	7	166	5	0	3	65337	12355	27925	2	78	0.4666040086432428	0.9256612796235866
	2597857	2597009		-		Rv2325c	-	2	0	0	31761	6565	3259	0	16	0	1	3	0	32784	29787	0	24	0.3882684029784987	1.0
	2599947	2597854		-		Rv2326c	-	2	0	0	27171	7463	6887	0	6	1	0	2	22558	0	27712	0	8	0.9277474093602811	1.0
	2599988	2600479		+		Rv2327	-	5	4	5	56017	44893	51156	4	103	5	0	5	61141	7578	55638	3	84	0.4312302976332502	0.8934708821136791
	2600731	2601879		+	PE23	Rv2328	-	34	25	36	378411	256285	347739	12	285	24	1	28	292503	50906	267127	6	177	0.83114186402882	1.0
	2603461	2601914		-	narK1	Rv2329c	-	3	8	15	37593	81874	150630	2	58	4	1	16	53370	36408	155851	2	52	0.37156459045095697	0.8322290457396391
	2604222	2603695		-	lppP	Rv2330c	-	0	1	1	0	17396	16771	0	21	0	0	1	8184	0	15851	0	15	0.4070573435133955	1.0
	2604297	2604683		+		Rv2331	-	1	0	0	15012	4938	0	0	17	0	0	1	0	0	13882	0	11	0.5734279945460576	1.0
	2604740	2605078		+		Rv2331A	-	0	1	0	6947	14758	5362	1	26	3	0	0	44841	2635	797	1	47	0.5770927784298213	1.0
	2605108	2606754		+	mez	Rv2332	-	9	9	7	100620	97923	75026	2	55	10	1	13	129986	42998	128191	2	60	0.1602228107161283	0.5968076481389498
	2608321	2606708		-	stp	Rv2333c	-	7	7	16	88771	71604	155993	2	65	6	2	11	80949	74299	109202	1	54	0.5101922973828242	0.9727735919667396
	2608796	2609728		+	cysK1	Rv2334	-	1	2	2	16377	23681	24342	1	23	0	0	5	10385	0	53457	0	22	0.5810886837350014	1.0
	2609732	2610421		+	cysE	Rv2335	-	1	1	0	20161	18630	5888	0	21	0	0	0	9903	14827	6914	0	15	0.4006048631733102	1.0
	2610837	2611805		+		Rv2336	-	8	15	7	89764	154769	67034	4	107	8	2	15	106327	59308	144202	3	106	0.24545525611925936	0.6972121288412604
	2612987	2611869		-		Rv2337c	-	9	11	7	106017	110886	69558	3	85	8	3	10	103163	81713	100000	2	84	0.2588220587213426	0.7065010151553411
	2614063	2613107		-	moeW	Rv2338c	-	0	1	0	10794	19696	0	0	10	0	0	1	10178	22075	16861	0	17	0.6784338276914857	1.0
	2614693	2617581		+	mmpL9	Rv2339	-	25	20	33	280955	206790	312565	4	92	20	7	20	240440	199505	195265	2	73	0.4866061381106294	0.9499386456520367
	2618908	2617667		-	PE_PGRS39	Rv2340c	-	4	2	2	51612	24017	27812	1	27	3	4	2	39889	114003	22340	1	47	0.08829169377710538	0.4568286123755928
2619479			2619407	-	asnT	Rvnt25	-	0	0	0	4528	0	4100	1	39	0	0	0	0	0	3882	0	17	0.886072694095954	1.0
	2619597	2620016		+	lppQ	Rv2341	-	1	2	2	17369	29236	25920	2	57	0	0	1	1856	23887	16276	0	33	0.5426352688599502	1.0
	2620272	2620529		+		Rv2342	-	4	6	10	47518	68237	101892	12	281	4	1	2	55364	39868	27500	4	158	0.8012302289999551	1.0
	2622452	2620533		-	dnaG	Rv2343c	-	14	15	11	156265	151402	112250	3	72	11	2	15	138170	71334	144095	2	61	0.4412182530944239	0.8997692567240659
