Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_50 vs Cond_6	qValue Cond_50 vs Cond_6
	1853606	1854388		+	tsnR	Rv1644	-	0	0	0	9801	0	9200	0	8	0	2	0	76112	0	48	0.005315035953774316	0.05686698614600588
1855454	1855454	1854399		-		Rv1645c	-	53	58	57	590136	574523	545688	23	539	14	4	260788	130313	4	185	0.14058931480752257	0.7237868724679044
	1855764	1856696		+	PE17	Rv1646	-	2	1	0	25310	10213	8780	0	15	4	0	80082	24217	1	55	0.05822562081176039	0.40532478598640753
	1856774	1857724		+		Rv1647	-	2	1	0	32754	19416	0	0	18	4	4	81950	119275	2	105	1.718784124606884E-4	0.002449967208234438
	1857731	1858537		+		Rv1648	-	0	4	5	4404	42312	54574	1	41	1	2	22199	76112	1	60	0.8893535076151649	1.0
1858733	1858733	1859758		+	pheS	Rv1649	-	35	53	46	390818	526992	436277	19	439	11	5	217738	136408	3	172	0.2999318944868492	1.0
	1859758	1862253		+	pheT	Rv1650	-	5	5	5	62531	55892	48527	0	22	5	3	103526	94233	0	39	0.1802272404738805	0.8624438105771277
	1865382	1862347		-	PE_PGRS30	Rv1651c	-	12	16	15	133374	166049	151051	2	49	5	5	94813	156507	0	41	0.49438908520412767	1.0
	1865576	1866634		+	argC	Rv1652	-	3	2	1	33436	20145	11829	0	20	0	1	15560	36408	0	24	0.4641815198580045	1.0
	1866631	1867845		+	argJ	Rv1653	-	1	2	2	17245	29349	20820	0	18	0	2	0	72981	0	30	0.6866894841589697	1.0
	1867842	1868726		+	argB	Rv1654	-	1	0	0	15508	0	368	0	5	0	0	0	1812	0	1	0.0026996878513903377	1.0
	1868723	1869925		+	argD	Rv1655	-	1	1	0	12841	14590	0	0	7	0	0	7572	23064	0	12	0.5594779549567268	1.0
	1869922	1870845		+	argF	Rv1656	-	2	5	5	26674	53703	48002	2	46	3	1	70124	28995	1	53	0.679398768825689	1.0
	1870842	1871354		+	argR	Rv1657	-	0	0	0	930	7519	0	0	5	0	0	0	0	0	0	0.0	1.0
	1871363	1872559		+	argG	Rv1658	-	1	1	0	16749	13019	8464	0	10	3	0	68049	0	0	28	0.5877923328194512	1.0
	1872639	1874051		+	argH	Rv1659	-	3	2	4	34305	21997	42481	1	23	1	4	22095	120263	0	50	0.16996363784428475	0.8310177421302682
	1874160	1875221		+	pks10	Rv1660	-	3	6	4	43610	61167	39852	1	45	0	0	10892	16309	0	12	0.7390053058813505	1.0
	1875304	1881684		+	pks7	Rv1661	-	0	2	2	9181	25308	27707	0	3	6	4	111099	109555	0	17	3.2733472977181235E-4	1.0
	1881704	1886512		+	pks8	Rv1662	-	0	1	1	0	18630	16193	0	2	0	6	0	178912	0	18	3.7844424266362146E-6	1.0
	1886512	1888020		+	pks17	Rv1663	-	4	2	4	53349	24017	42376	1	26	2	2	51970	54036	0	35	0.8735686624945512	1.0
	1888026	1891079		+	pks9	Rv1664	-	2	2	0	29218	26262	2891	0	6	1	2	24688	67710	0	15	0.43179819345407394	1.0
	1891226	1892287		+	pks11	Rv1665	-	7	7	7	83312	70370	71083	3	70	5	1	100933	41680	1	67	0.9753352423391836	1.0
	1893562	1892270		-	cyp139	Rv1666c	-	17	7	19	195781	72109	187329	5	117	3	9	58506	237067	2	114	0.3437553730669392	1.0
	1895725	1896087		+		Rv1669	-	0	1	0	8870	14646	5993	1	27	1	0	35373	0	1	48	0.564524043064523	1.0
	1896120	1896467		+		Rv1670	-	0	0	1	5024	0	10357	0	14	0	1	0	30642	0	44	0.7562130871658874	1.0
	1896475	1896867		+		Rv1671	-	3	0	4	41377	8473	41219	3	77	0	1	2697	46787	1	62	0.39559137331238475	1.0
	1898207	1896876		-		Rv1672c	-	17	33	21	199503	331762	200998	7	183	11	0	217323	21746	2	89	0.8283154178314217	1.0
	1899232	1898300		-		Rv1673c	-	0	0	0	0	9034	0	0	3	0	0	12344	0	0	6	0.6278812023531932	1.0
	1899916	1899260		-		Rv1674c	-	0	2	2	0	25140	22239	1	24	0	0	17842	0	0	13	0.6380482313289975	1.0
	1900975	1900241		-	cmr	Rv1675c	-	1	2	1	21029	26038	16876	1	28	0	0	16078	0	0	10	0.695430545779255	1.0
	1901047	1901751		+		Rv1676	-	3	7	4	36290	73120	39379	3	70	0	0	6846	0	0	4	5.901821881250743E-13	1.3664747382197487E-11
	1901748	1902296		+	dsbF	Rv1677	-	0	0	1	1178	3142	16088	0	12	0	2	0	57660	0	52	0.07136981006485298	0.4633743157919832
	1902397	1903299		+		Rv1678	-	1	0	1	15012	0	10672	0	9	0	1	1556	47775	0	27	0.8836577670628721	1.0
	1903299	1904420		+	fadE16	Rv1679	-	0	2	1	0	28058	14458	0	12	2	1	45124	40527	0	38	0.1289758775309625	0.6880337112157124
	1904429	1905253		+		Rv1680	-	0	0	1	7692	3030	10357	0	8	0	0	6639	6754	0	8	0.4747849520787282	1.0
	1905250	1906242		+	moeX	Rv1681	-	11	8	11	122270	87822	105993	4	106	3	5	73340	133607	2	104	0.5450331210967382	1.0
	1906403	1907320		+		Rv1682	-	1	7	5	13089	72334	50683	2	49	1	0	31327	18945	0	27	0.32741961150860127	1.0
	1907594	1910593		+		Rv1683	-	6	7	7	74689	70314	67665	1	23	0	9	0	236902	0	39	0.16885718721616488	0.830027089663082
	1910586	1910810		+		Rv1684	-	1	0	0	11476	9147	0	1	30	0	2	15248	72817	3	195	0.0020004799196497096	0.02404972562743717
	1911399	1910776		-		Rv1685c	-	21	11	15	242121	112794	144164	11	266	5	3	97614	100823	3	159	0.6353112739397688	1.0
	1912081	1911401		-		Rv1686c	-	5	0	2	57444	0	24290	1	40	0	0	16390	0	0	12	0.7190483346424803	1.0
	1912920	1912153		-		Rv1687c	-	0	0	0	4528	0	0	0	1	0	0	0	0	0	0	0.0	1.0
	1912979	1913590		+	mpg	Rv1688	-	0	0	0	0	0	1419	0	0	0	0	0	15650	0	12	3.478572103879998E-22	1.0
	1913602	1914876		+	tyrS	Rv1689	-	0	3	1	7878	31705	15299	0	14	1	0	31846	22240	0	21	0.5000417549769081	1.0
1915190			1914962	-	G2	RVnc0010	-	12	14	10	136538	143602	100000	23	553	3	5	59439	150082	8	457	0.6959902588776392	1.0
	1915527	1915910		+	lprJ	Rv1690	-	0	0	0	0	0	8780	0	7	0	1	0	34761	0	45	0.026496936763067327	0.2183627029664456
	1915949	1916701		+		Rv1691	-	1	0	0	11910	0	0	0	5	0	0	0	24711	0	16	0.6925887983009574	1.0
	1916698	1917759		+		Rv1692	-	1	0	0	18672	0	7570	0	8	0	0	0	0	0	0	0.0	1.0
	1917756	1917932		+		Rv1693	-	0	0	0	0	0	8727	0	16	0	0	0	0	0	0	0.0	1.0
	1917940	1918746		+	tlyA	Rv1694	-	0	0	0	0	7800	6151	0	5	0	0	0	0	0	0	0.0	1.0
	1918746	1919669		+	ppnK	Rv1695	-	0	0	0	8933	0	0	0	3	1	0	19294	6919	0	14	0.4071565176325328	1.0
	1919683	1921446		+	recN	Rv1696	-	4	3	2	45037	30695	22292	0	18	1	1	19502	30477	0	14	0.3831995459357936	1.0
	1921542	1922723		+		Rv1697	-	5	2	4	58126	24579	46687	1	36	4	3	79253	84678	1	69	0.19141138163962987	0.8968053598019489
	1922745	1923689		+	mctB	Rv1698	-	2	2	1	26612	20931	17928	0	23	0	0	17738	2306	0	10	0.6766471776581335	1.0
	1923829	1925589		+	pyrG	Rv1699	-	6	15	19	69168	148428	180599	3	75	0	0	14419	0	0	4	5.7415141056054094E-18	1.486678445333093E-16
	1925582	1926205		+		Rv1700	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	1926202	1927137		+		Rv1701	-	1	5	3	21339	56846	37434	1	41	1	1	29875	35584	0	34	0.3891481182317732	1.0
1928575	1928575	1927211		-		Rv1702c	-	54	55	42	607754	544332	405941	16	380	14	4	273962	111861	3	141	0.21692477129050874	0.9686355093543534
	1929880	1929131		-		Rv1703c	-	1	0	2	20595	5106	27444	1	23	0	2	0	64085	0	42	0.6965966946939374	1.0
	1931456	1929786		-	cycA	Rv1704c	-	2	4	1	28039	47923	12828	0	17	2	0	52697	0	0	15	0.40912098400058466	1.0
	1932654	1931497		-	PPE22	Rv1705c	-	3	5	2	34367	52974	24868	1	32	1	2	27697	72158	0	43	0.8103327726680565	1.0
	1933878	1932694		-	PPE23	Rv1706c	-	4	6	2	48449	67508	20662	1	38	1	0	27074	5601	0	13	0.7207031161906773	1.0
	1934649	1934482		-		Rv1706A	-	9	14	12	106513	143995	119558	31	734	3	0	67427	18451	6	255	0.24575054759889503	1.0
	1934882	1936342		+		Rv1707	-	2	1	8	24565	18294	77865	1	27	1	2	30497	73805	0	35	0.8300614005225204	1.0
	1936360	1937316		+		Rv1708	-	2	0	0	28411	8529	0	0	12	1	0	20228	25535	0	23	0.5517939199835367	1.0
	1937313	1938149		+	scpA	Rv1709	-	6	3	5	73325	39225	48054	2	63	2	1	44502	41845	1	51	0.39391097589647683	1.0
	1938146	1938841		+	scpB	Rv1710	-	0	0	1	9491	0	10147	0	9	0	1	17219	48270	0	47	0.02616253957001281	0.2160137229403322
	1938838	1939602		+		Rv1711	-	3	1	2	42928	18799	22187	1	36	0	3	13900	80889	1	61	0.9699240406886938	1.0
	1939599	1940291		+	cmk	Rv1712	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	1940288	1941679		+	engA	Rv1713	-	0	0	0	0	0	0	0	0	0	0	0	23723	0	8	0.0	1.0
	1941853	1942665		+		Rv1714	-	0	1	1	0	9876	11356	0	8	0	0	0	5930	0	3	0.6464198783101673	1.0
	1942659	1943573		+	fadB3	Rv1715	-	0	0	1	9801	7295	14668	0	11	0	1	0	43327	0	23	0.573005372470363	1.0
	1943576	1944406		+		Rv1716	-	0	0	2	8498	0	22397	0	12	0	0	0	4448	0	2	0.05495836180807285	1.0
	1944406	1944756		+		Rv1717	-	0	0	0	0	0	0	0	0	0	1	9024	44645	1	76	1.0	1.0
	1944809	1945627		+		Rv1718	-	0	0	0	248	6285	0	0	2	0	0	14211	20922	0	21	0.0012029201284674768	0.015391749947876253
	1945641	1946420		+		Rv1719	-	2	1	0	25310	10662	8990	0	19	2	0	42842	0	0	27	0.5087798994259369	1.0
1946613			1946686	+	proT	Rvnt21	-	0	0	0	0	7519	0	1	33	0	0	7676	0	1	51	0.5842621175079173	1.0
	1947419	1947030		-	vapC12	Rv1720c	-	0	0	2	0	0	23659	0	20	1	0	20228	0	0	25	0.5226647293222715	1.0
	1947643	1947416		-	vapB12	Rv1721c	-	0	0	2	0	0	24921	1	36	0	0	0	18616	0	40	0.49829914624871313	1.0
	1947861	1949345		+		Rv1722	-	0	2	0	3535	24354	0	0	6	2	2	44605	69522	0	38	0.0014275686285948191	0.01778946270479143
	1949342	1950589		+		Rv1723	-	11	16	13	132133	162401	127549	4	112	7	2	133713	74464	1	83	0.7169888790404185	1.0
	1951051	1950632		-		Rv1724c	-	0	1	2	0	10886	22660	1	26	0	0	8091	0	0	9	0.6737662923901927	1.0
	1951751	1951041		-		Rv1725c	-	1	1	1	17245	18181	18506	1	25	5	0	106846	0	1	75	0.10263155821205207	0.5907425703553488
	1951852	1953237		+		Rv1726	-	3	13	12	36228	129124	115404	2	67	9	4	167219	114827	2	101	0.17308578050752801	0.839715493903484
1952503			1952291	-	AS1726	RVnc0047	-	0	0	0	0	3928	0	0	6	0	0	11410	5766	0	40	0.008974508465281873	0.09007442441301255
	1953270	1953839		+		Rv1727	-	5	5	4	63585	54601	46004	4	96	0	1	5705	48929	0	47	0.30932114274135897	1.0
	1954634	1953864		-		Rv1728c	-	5	1	2	58374	18799	24763	1	44	2	1	37448	33443	0	45	0.4200844893146203	1.0
	1955569	1954631		-		Rv1729c	-	7	10	10	87282	105836	95636	4	102	2	2	48962	69192	1	62	0.6599667042755216	1.0
	1957245	1955692		-		Rv1730c	-	14	23	15	162220	236251	149211	5	117	6	1	124377	48270	1	55	0.6089058267296042	1.0
	1957677	1959233		+	gabD2	Rv1731	-	23	22	24	256327	223120	228338	6	151	9	6	181846	161614	2	110	0.43412150949184525	1.0
	1959791	1959243		-		Rv1732c	-	3	3	10	41129	33670	103838	4	108	2	2	47095	78418	2	114	0.8852529431235325	1.0
	1960487	1959855		-		Rv1733c	-	1	5	1	14950	53535	13144	1	42	1	0	34024	0	0	26	0.3617306378040696	1.0
1960667			1960783	+	MTS1338	RVnc0036	-	0	0	0	1178	0	262	0	4	0	0	0	0	0	0	0.18524304740763387	1.0
1961028	1961016	1960774	1960679	-		Rv1734c	-	89	106	206	999007	1052637	1950630	241	5490	235	137	4355394	3598023	357	16365	2.283574034293653E-4	0.0032131575479321627
1961788	1961788	1961291		-		Rv1735c	-	14	16	37	160856	161728	354048	20	452	27	20	501556	534596	22	1040	0.004951278213946847	0.05336648636510198
	1962129	1961887		-		Rv1735a	-	0	2	5	0	23176	48264	4	97	5	0	98962	4118	5	212	0.4673672774018666	1.0
	1964186	1962228		-	narX	Rv1736c	-	4	14	7	47022	145005	70925	1	44	4	3	74688	79736	0	39	0.9487890986419766	1.0
	1965370	1964183		-	narK2	Rv1737c	-	1	0	3	17990	8978	36487	0	17	0	2	15871	63920	0	33	0.9859788778706488	1.0
	1965657	1965941		+		Rv1738	-	1	0	1	18796	5162	9726	1	39	1	2	28112	69028	3	170	0.027389930201898352	0.22361629582743878
1967637	1967637	1965955	1965588	-		Rv1739c	-	177	253	487	1970595	2505274	4613669	79	1800	369	174	6828630	4561120	75	3383	0.16862296222817183	0.830027089663082
	1967705	1967917		+	vapB34	Rv1740	-	0	0	0	0	0	0	0	0	0	0	0	12685	0	29	0.0	0.0
	1967917	1968165		+	vapC34	Rv1741	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	1968173	1968910		+		Rv1742	-	2	0	1	30210	0	9516	0	17	0	0	0	0	0	0	0.0	1.0
	1969004	1970704		+	pknE	Rv1743	-	1	0	2	18424	0	20767	0	7	1	0	32572	0	0	9	0.49748161694845644	1.0
	1971390	1970989		-		Rv1744c	-	13	12	15	145781	127609	145057	15	346	11	4	208506	106754	8	392	0.2803795337596098	1.0
1971991	1971991	1971380		-	idi	Rv1745c	-	40	50	45	451302	498597	430494	32	751	20	17	383402	458649	14	687	0.37441233947397917	1.0
	1972138	1973568		+	pknF	Rv1746	-	4	6	5	51364	60437	51892	1	38	3	1	62966	38056	0	35	0.5648766646020966	1.0
	1973630	1976227		+		Rv1747	-	5	6	10	63399	63973	102944	1	29	7	1	132780	43822	0	33	0.6094365299463335	1.0
	1976600	1977331		+		Rv1748	-	11	5	5	125806	58810	53995	4	108	2	2	48132	55518	1	70	0.4826815166066467	1.0
	1977885	1977328		-		Rv1749c	-	2	0	6	28039	9483	60147	2	58	0	1	0	40197	0	36	0.3535877500446252	1.0
	1979567	1977969		-	fadD1	Rv1750c	-	6	1	7	72580	18855	75657	1	34	0	0	16286	0	0	5	0.010970440831847892	0.10644489818218708
	1979621	1981003		+		Rv1751	-	1	4	0	16811	43378	7308	0	16	3	1	60892	29654	0	32	0.7575821690125744	1.0
	1981130	1981579		+		Rv1752	-	1	0	0	12406	0	0	0	9	0	2	0	58154	1	64	0.002517955659016005	0.029382863903610768
	1984775	1981614		-	PPE24	Rv1753c	-	29	29	26	327419	295847	246109	3	91	12	7	222406	197364	1	66	0.4574564945096705	1.0
	1986670	1984979		-		Rv1754c	-	10	13	3	120905	136251	31019	2	56	4	1	76141	48764	0	36	0.7203228816008024	1.0
	1989042	1989566		+	cut1	Rv1758	-	3	0	1	33498	8641	11882	1	34	0	0	8402	988	0	8	0.7778019434279942	1.0
	1992577	1989833		-	wag22	Rv1759c	-	1	0	1	11104	617	15352	0	3	0	0	0	0	0	0	0.0	1.0
	1993153	1994661		+		Rv1760	-	20	27	34	232196	272222	330178	8	184	13	6	257676	165074	3	140	0.42721594475635366	1.0
	1995054	1994671		-		Rv1761c	-	4	1	5	45099	18406	49369	4	97	2	0	42427	23393	1	85	0.3935848267601514	1.0
	1995842	1995054		-		Rv1762c	-	1	0	0	20719	8417	2313	0	13	0	0	0	0	0	0	0.0	1.0
	1998515	1997418		-		Rv1765c	-	7	5	9	77915	53703	85856	2	66	1	5	21473	151729	1	78	0.5977715284511692	1.0
	1999737	2000006		+		Rv1766	-	0	0	0	434	3423	2260	0	7	0	0	1452	0	0	2	0.7729918883764716	1.0
	2000074	2000433		+		Rv1767	-	0	0	0	0	0	0	0	0	1	0	26452	0	0	36	0.0	0.0
	2000614	2002470		+	PE_PGRS31	Rv1768	-	0	1	1	0	12906	11882	0	4	1	4	23962	116803	0	37	3.4972052290351925E-6	6.0251063315976387E-5
	2002626	2003870		+		Rv1769	-	2	0	0	24193	953	0	0	6	0	0	0	0	0	0	0.0	1.0
	2003878	2005164		+		Rv1770	-	3	1	1	34677	18069	15983	0	17	0	1	17116	37397	0	21	0.46115952400582927	1.0
	2005161	2006447		+		Rv1771	-	0	3	2	6637	39281	22607	0	17	0	4	17012	118451	0	52	0.07584112514024105	0.48591619855592216
	2006636	2006947		+		Rv1772	-	1	1	1	16066	15488	10462	1	44	2	2	52074	72322	4	199	0.012785633265110521	0.12032243261962074
	2007766	2007020		-		Rv1773c	-	10	11	11	115384	112121	109358	6	150	7	0	147095	15815	2	109	0.979898826254905	1.0
	2007832	2009172		+		Rv1774	-	1	0	2	11600	0	19716	0	7	3	3	66804	102800	1	63	2.2003668609020124E-6	3.820954517185399E-5
	2009172	2009990		+		Rv1775	-	0	0	0	9181	0	8675	0	7	0	2	0	54365	0	33	0.05536723762855575	0.3934516848295234
	2010555	2009995		-		Rv1776c	-	18	13	20	204900	135409	193796	13	317	12	4	234336	128665	7	323	0.2969667351082259	1.0
	2010656	2011960		+	cyp144	Rv1777	-	5	3	11	56947	39057	107308	2	51	4	1	86721	37067	1	47	0.7894244000336403	1.0
	2012530	2012081		-		Rv1778c	-	0	1	1	4466	13973	11146	0	21	0	0	15248	0	0	16	0.42767990831300357	1.0
	2014479	2012686		-		Rv1779c	-	8	3	1	94540	30864	18296	1	26	8	2	156016	63756	1	61	0.08239545739380764	0.5136218255773536
2014699	2014699	2015262	2015262	+		Rv1780	-	23	31	28	265446	310830	271608	21	501	15	2	289730	60131	7	310	0.5105736236322654	1.0
	2017476	2015302		-	malQ	Rv1781c	-	50	31	35	555272	313075	331335	7	183	12	8	239107	230642	2	107	0.5626129262645125	1.0
	2017740	2019260		+	eccB5	Rv1782	-	4	6	5	53535	66442	49789	1	37	1	0	36514	23887	0	19	0.31570966221693514	1.0
	2019257	2023432		+	eccC5	Rv1783	-	19	15	20	217493	154601	193533	1	45	5	1	93049	41350	0	16	0.4969926851195804	1.0
2024628	2024628	2023447		-	cyp143	Rv1785c	-	56	50	51	629776	498316	484805	19	454	15	8	292116	220757	4	216	0.838959153416932	1.0
	2024828	2025031		+		Rv1786	-	2	0	0	28846	8024	7308	2	72	0	0	16701	0	1	40	0.6351833577119709	1.0
	2025301	2026398		+	PPE25	Rv1787	-	16	8	17	187531	80246	166403	5	131	3	5	61203	143492	1	93	0.7289641752602487	1.0
	2026477	2026776		+	PE18	Rv1788	-	5	10	8	57692	103647	83017	11	271	2	1	43775	29818	2	122	0.28681407211457866	1.0
	2026790	2027971		+	PPE26	Rv1789	-	1	1	1	20595	10381	12881	0	12	0	0	0	0	0	0	0.0	1.0
	2028425	2029477		+	PPE27	Rv1790	-	1	0	0	14081	7463	0	0	6	1	0	30601	0	0	14	0.5994394861342868	1.0
	2029904	2030203		+	PE19	Rv1791	-	0	0	1	3101	5723	11303	0	22	0	0	11410	20922	1	53	0.6148139150289716	1.0
2031689			2030179	-	-	predicted RNA	antisense: Rv1794 PE19 esxN	793	1063	903	8816377	10499719	8545899	265	6146	608	275	11241804	7225535	136	6110	0.4677047273062439	1.0
	2030694	2030978		+	esxN	Rv1793	-	2	9	4	22456	89393	41903	7	179	1	0	34543	0	1	60	0.7276838923640605	1.0
	2031066	2031968		+		Rv1794	-	7	6	5	88027	64534	54416	3	76	4	0	83298	0	1	46	0.3266655216095427	1.0
	2032240	2033751		+	eccD5	Rv1795	-	2	5	9	30769	52974	88590	1	37	7	7	129460	186820	2	104	0.01954564030350769	0.17072199993642645
2032737			2032696	-	-	predicted RNA	antisense: eccD5	18	16	13	201612	164983	126708	167	3915	6	3	116804	82866	52	2377	0.6489031184120284	1.0
	2033729	2035486		+	mycP5	Rv1796	-	10	3	4	116253	37654	43480	1	37	3	0	64522	16309	0	22	0.32486953160378307	1.0
2034888			2034715	-	-	predicted RNA	antisense: mycP5	92	99	90	1022084	982772	857570	236	5483	49	12	915145	331301	84	3581	0.9569990604342024	1.0
2035843			2035444	-	-	predicted RNA	antisense: mycP5 eccE5	227	246	200	2527977	2429966	1894006	245	5709	100	38	1859128	1000988	81	3575	0.33786258591715157	1.0
	2035483	2036703		+	eccE5	Rv1797	-	0	2	0	0	29349	5362	0	9	0	0	17219	15815	0	13	0.5231555231342961	1.0
2036215			2035905	-	-	predicted RNA	antisense: eccE5	144	155	135	1599379	1532659	1283596	203	4732	61	29	1143257	780724	68	3093	0.6670175966741912	1.0
	2036700	2038532		+	eccA5	Rv1798	-	0	1	2	8560	16273	25762	0	9	1	2	27489	59308	0	23	0.34168500656214823	1.0
	2039159	2039350		+	lppT	Rv1799	-	0	0	0	0	2974	0	0	5	0	0	0	0	0	0	3.5226308622356813E-20	1.0
	2039453	2041420		+	PPE28	Rv1800	-	15	10	16	177481	102132	152628	3	73	5	5	99896	154036	1	64	0.4709553479361081	1.0
	2042001	2043272		+	PPE29	Rv1801	-	0	0	1	9615	0	18401	0	7	1	0	20435	0	0	8	0.4900274652666674	1.0
	2043384	2044775		+	PPE30	Rv1802	-	9	21	16	108870	208305	157676	4	113	7	3	129564	91433	1	79	0.6126497158598282	1.0
	2046842	2044923		-	PE_PGRS32	Rv1803c	-	3	3	3	36910	34792	31756	0	17	0	1	0	33113	0	8	0.31779064133072005	1.0
	2047349	2047023		-		Rv1804c	-	2	2	10	27109	25420	96635	6	152	1	1	25518	35255	1	92	0.33532312259240715	1.0
2048034	2048034	2047687	2047604	-		Rv1805c	-	139	107	129	1546774	1058305	1229074	157	3672	30	25	572302	680560	37	1800	0.6073300743550842	1.0
	2048072	2048371		+	PE20	Rv1806	-	0	0	0	0	0	0	0	0	1	0	31016	0	1	51	0.0	0.0
	2049921	2051150		+	PPE32	Rv1808	-	0	0	2	0	7744	20504	0	7	3	0	71473	0	0	29	0.0837664014511926	0.5206843362932085
	2051282	2052688		+	PPE33	Rv1809	-	4	2	1	47828	23569	11566	0	19	4	0	78734	21416	0	35	0.802248558776703	1.0
2053031			2052708	-	-	predicted RNA	antisense: Rv1810	233	143	147	2595099	1419865	1393690	236	5564	71	25	1316286	659472	70	3049	0.9020486457589401	1.0
	2052933	2053289		+		Rv1810	-	0	0	0	0	7968	0	0	7	0	1	0	37397	0	52	0.0066287922990444495	0.06939616052779547
2053273			2053171	-	-	predicted RNA	antisense: Rv1810	46	35	34	512220	353872	324815	164	3854	17	11	328734	296869	65	3036	0.5568626570572086	1.0
	2053443	2054147		+	mgtC	Rv1811	-	9	15	28	103722	148204	271661	10	247	9	3	175207	100329	4	195	0.4251570175735072	1.0
	2055359	2054157		-		Rv1812c	-	13	14	15	154218	147138	144426	5	123	6	3	113278	79571	1	80	0.7737002067939605	1.0
2055378			2056309	+	-	predicted RNA	antisense: Rv1813c	930	1427	2173	10330024	14097699	20569190	708	16093	621	271	11481535	7106095	224	9971	0.6095640446459483	1.0
	2056112	2055681		-		Rv1813c	-	6	12	11	73821	126150	112407	10	241	2	3	37759	91433	2	149	0.7534506144090831	1.0
	2056521	2057423		+	erg3	Rv1814	-	1	0	5	19044	8698	47686	1	27	1	0	26141	25864	0	28	0.4375115581220181	1.0
	2057528	2058193		+		Rv1815	-	3	0	3	36290	6677	30021	1	36	2	3	44813	80230	1	93	0.12937375148350805	0.6887342293087971
	2058256	2058960		+		Rv1816	-	14	8	14	161910	86644	137118	7	182	5	2	105290	77100	2	129	0.8881982811603059	1.0
	2059595	2061058		+		Rv1817	-	15	11	15	174689	117283	144058	4	99	5	4	95124	128830	1	76	0.626238482554168	1.0
	2062674	2061178		-	PE_PGRS33	Rv1818c	-	1	0	0	12531	6397	0	0	4	0	0	0	0	0	0	0.0	1.0
	2064728	2062809		-	bacA	Rv1819c	-	3	2	3	42059	27048	30704	0	17	1	0	31016	0	0	8	0.31460229553500074	1.0
	2064799	2066442		+	ilvG	Rv1820	-	2	1	3	30397	15207	31230	0	15	3	0	60892	20263	0	24	0.7687352706953475	1.0
	2066457	2068883		+	secA2	Rv1821	-	8	4	6	92369	39786	58149	1	26	4	6	77178	171499	0	51	0.10982402948721766	0.608341712703879
	2069080	2069709		+	pgsA2	Rv1822	-	11	10	4	132878	102805	40483	6	146	3	0	59543	13014	1	57	0.27328857421137376	1.0
	2069702	2070625		+		Rv1823	-	9	7	9	100372	76599	92586	4	97	4	0	82572	0	1	44	0.29315501723569	1.0
	2070654	2071019		+		Rv1824	-	0	0	0	3722	0	3312	0	6	0	0	0	0	0	0	1.8825639945677816E-102	1.0
	2071036	2071914		+		Rv1825	-	1	1	2	21712	19360	22134	1	23	0	0	0	0	0	0	0.0	1.0
	2071952	2072356		+	gcvH	Rv1826	-	0	1	1	5831	16329	11671	1	27	0	0	0	0	0	0	0.0	0.0
2073289			2072548	-	-	predicted RNA	antisense: Rv1828 garA	386	486	434	4288461	4800561	4108990	256	5929	289	126	5338589	3302471	131	5822	0.4273606079136328	1.0
	2072596	2073084		+	garA	Rv1827	-	1	1	0	13461	12906	4626	0	21	2	0	41597	0	1	42	0.5734969025922328	1.0
	2073081	2073824		+		Rv1828	-	4	2	2	46339	22951	27444	1	43	2	0	47717	0	0	32	0.3790548008783783	1.0
	2073943	2074437		+		Rv1829	-	1	4	2	11662	40516	24290	2	51	0	2	12759	53706	1	67	0.47734741229466215	1.0
	2074841	2075518		+		Rv1830	-	0	6	3	4156	67845	32281	2	51	0	2	11721	65074	1	56	0.4524047287419518	1.0
	2075571	2075828		+		Rv1831	-	0	0	0	0	0	0	0	0	0	1	7365	44481	1	100	1.0	1.0
2075927			2075632	-	-	predicted RNA	antisense: gcvB Rv1831	232	290	311	2584243	2868237	2945899	410	9457	142	62	2627074	1630313	161	7191	0.3510612180879368	1.0
	2075877	2078702		+	gcvB	Rv1832	-	51	67	64	574627	668518	611934	9	218	31	14	576452	392421	3	171	0.591050226467058	1.0
	2079789	2078929		-		Rv1833c	-	21	26	27	235980	261840	261566	12	293	9	7	184232	189621	4	217	0.4252110612259939	1.0
	2079830	2080696		+	lipZ	Rv1834	-	3	1	4	34181	15712	43638	1	35	3	0	64834	18780	1	48	0.6253887490646158	1.0
	2082587	2080701		-		Rv1835c	-	37	28	26	412717	282435	255152	7	167	14	5	267738	144481	2	109	0.5147026765933458	1.0
	2084636	2082603		-		Rv1836c	-	10	5	10	116501	49943	100736	1	43	3	5	63485	149258	1	52	0.33775535150253105	1.0
	2086981	2084756		-	glcB	Rv1837c	-	1	4	3	17369	44500	37539	0	14	3	0	65663	0	0	14	0.41624605877486026	1.0
